discharge_disposition_id_11,partial_dependence
0.0,0.19999000430107117
0.05,0.19999000430107117
0.1,0.19999000430107117
0.15000000000000002,0.19999000430107117
0.2,0.19999000430107117
0.25,0.19999000430107117
0.30000000000000004,0.19999000430107117
0.35000000000000003,0.19999000430107117
0.4,0.19999000430107117
0.45,0.19999000430107117
0.5,0.0011902919504791498
0.55,0.0011902919504791498
0.6000000000000001,0.0011902919504791498
0.65,0.0011902919504791498
0.7000000000000001,0.0011902919504791498
0.75,0.0011902919504791498
0.8,0.0011902919504791498
0.8500000000000001,0.0011902919504791498
0.9,0.0011902919504791498
0.9500000000000001,0.0011902919504791498
